distribuidora;cliente;preventista;supervisor;supervisorpepsico;jefedeventas;gerente;dueno;tipo;taxo;portafolio;exhibidores;planograma;preciosvisibles;rotacionpreventiva;porcentajetiendaperfecta;tiendaperfecta;validacion;idtienda
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;10;0;0;56068
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;15;0;0;56069
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;10;0;0;56070
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;4;0;0;56071
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;11;0;0;56072
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56073
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;3;0;0;56074
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56075
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;16;0;0;56076
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;14;0;0;56077
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;7;0;0;56078
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;19;0;0;56079
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;5;0;0;56080
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56081
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56082
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;14;0;0;56083
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;8;0;0;56084
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;10;0;0;56085
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;6;0;0;56086
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;7;0;0;56087
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;17;0;0;56088
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;3;0;0;56089
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56090
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56091
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;7;0;0;56092
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;5;0;0;56093
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;5;0;0;56094
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56095
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;6;0;0;56096
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;6;0;0;56097
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56098
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;8;0;0;56099
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;21;0;0;56100
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;7;0;0;56101
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;13;0;0;56102
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;7;0;0;56103
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;16;0;0;56104
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;8;0;0;56105
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;14;0;0;56106
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;21;0;0;56107
TASK SRL EN FORMACION;15;30668476;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;12;0;0;56108
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;2;0;0;56109
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;12;0;0;56110
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;30;0;0;56111
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;11;0;0;56112
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56113
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;6;0;0;56114
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56115
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;14;0;0;56116
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;8;0;0;56117
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;13;0;0;56118
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;22;0;0;56119
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;17;0;0;56120
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;17;0;0;56121
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;5;0;0;56122
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;12;0;0;56123
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;6;0;0;56124
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;20;0;0;56125
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;7;0;0;56126
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;8;0;0;56127
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;2;0;0;56128
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;14;0;0;56129
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;11;0;0;56130
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;16;0;0;56131
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56132
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;1;0;0;56133
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56134
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;12;0;0;56135
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;12;0;0;56136
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;26;0;0;56137
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;14;0;0;56138
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;16;0;0;56139
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;8;0;0;56140
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;26;0;0;56141
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;14;0;0;56142
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;14;0;0;56143
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;19;0;0;56144
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;8;0;0;56145
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56146
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;17;0;0;56147
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;14;0;0;56148
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;10;0;0;56149
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;24;0;0;56150
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;14;0;0;56151
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;24;0;0;56152
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;12;0;0;56153
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;11;0;0;56154
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;23;0;0;56155
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;12;0;0;56156
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;5;0;0;56157
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;4;0;0;56158
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;C;0;0;0;0;0;11;0;0;56159
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;C;0;0;0;0;0;16;0;0;56160
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;B;0;0;0;0;0;15;0;0;56161
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56162
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;19;0;0;56163
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;6;0;0;56164
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;A;0;0;0;0;0;16;0;0;56165
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56166
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;B;0;0;0;0;0;12;0;0;56167
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;13;0;0;56168
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56169
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;14;0;0;56170
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;3;0;0;56171
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;6;0;0;56172
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;7;0;0;56173
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;C;0;0;0;0;0;11;0;0;56174
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;B;0;0;0;0;0;9;0;0;56175
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;4;0;0;56176
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;2;0;0;56177
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;7;0;0;56178
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;10;0;0;56179
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;10;0;0;56180
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;A;0;0;0;0;0;16;0;0;56181
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;A;0;0;0;0;0;15;0;0;56182
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;C;0;0;0;0;0;8;0;0;56183
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;18;0;0;56184
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;17;0;0;56185
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;16;0;0;56186
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;10;0;0;56187
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;16;0;0;56188
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;4;0;0;56189
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;26;0;0;56190
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;11;0;0;56191
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;10;0;0;56192
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;9;0;0;56193
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;16;0;0;56194
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;30;0;0;56195
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;5;0;0;56196
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;16;0;0;56197
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;10;0;0;56198
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;12;0;0;56199
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;4;0;0;56200
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;14;0;0;56201
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;6;0;0;56202
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;13;0;0;56203
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;19;0;0;56204
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;A;0;0;0;0;0;12;0;0;56205
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;16;0;0;56206
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;12;0;0;56207
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;20;0;0;56208
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;14;0;0;56209
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56210
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;19;0;0;56211
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;11;0;0;56212
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;12;0;0;56213
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;18;0;0;56214
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;10;0;0;56215
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;B;0;0;0;0;0;0;0;0;56216
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;10;0;0;56217
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;11;0;0;56218
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Autoservicio;C;0;0;0;0;0;1;0;0;56219
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;23;0;0;56220
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;7;0;0;56221
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;20;0;0;56222
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;14;0;0;56223
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;14;0;0;56224
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;17;0;0;56225
TASK SRL EN FORMACION;25;32259669;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;6;0;0;56226
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;13;0;0;56227
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;20;0;0;56228
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56229
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;14;0;0;56230
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;6;0;0;56231
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;8;0;0;56232
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;13;0;0;56233
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56234
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;16;0;0;56235
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;C;0;0;0;0;0;7;0;0;56236
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;24;0;0;56237
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;21;0;0;56238
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Tradicional;B;0;0;0;0;0;16;0;0;56239
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;23;0;0;56240
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;20;0;0;56241
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;12;0;0;56242
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;1;0;0;0;0;40;0;0;56243
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;14;0;0;56244
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;7;0;0;56245
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;A;0;0;0;0;0;6;0;0;56246
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;9;0;0;56247
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;30;0;0;56248
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;20;0;0;56249
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;21;0;0;56250
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;B;0;0;0;0;0;26;0;0;56251
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;20;0;0;56252
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;3;0;0;56253
TASK SRL EN FORMACION;30;32900838;29808762;26382195;28654645;26933144;28816329;Kiosco;C;0;0;0;0;0;16;0;0;56254
